timestamp,event,page,props_json
,search_executed,Explorer,"{""query_sample"": ""Monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 5}"
,page_view,Statistics,{}
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,page_view,Statistics,{}
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 98}"
,search_executed,Explorer,"{""query_sample"": ""Vermeer"", ""query_length"": 7, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 75, ""filtered_count"": 23}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-2351"", ""artist"": ""Jan Vermeer van Haarlem (I)"", ""source"": ""Explorer""}"
,search_executed,Explorer,"{""query_sample"": ""Hals"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 44}"
,selection_add_item,Explorer,"{""object_id"": ""SK-C-139"", ""artist"": ""Frans Hals"", ""source"": ""Explorer""}"
,search_executed,Explorer,"{""query_sample"": ""steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-2572"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-388"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-384"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-2054"", ""artist"": ""Antoine van der Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-2053"", ""artist"": ""Antoine van der Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-2056"", ""artist"": ""Antoine van der Steen, Istanboel"", ""source"": ""Explorer""}"
,search_executed,Explorer,"{""query_sample"": ""Asselijn"", ""query_length"": 8, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 52, ""filtered_count"": 39}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-5"", ""artist"": ""Jan Asselijn"", ""source"": ""Explorer""}"
,search_executed,Explorer,"{""query_sample"": ""Steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-1932"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-3509"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-C-230"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,selection_add_item,Explorer,"{""object_id"": ""SK-A-391"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,search_executed,Explorer,"{""query_sample"": ""steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,search_executed,Explorer,"{""query_sample"": ""steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 120, ""filtered_count"": 94}"
,search_executed,Explorer,"{""query_sample"": ""Asselijn"", ""query_length"": 8, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 52, ""filtered_count"": 36}"
,search_executed,Explorer,"{""query_sample"": ""Asselijn"", ""query_length"": 8, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 52, ""filtered_count"": 50}"
,search_executed,Explorer,"{""query_sample"": ""steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 120, ""filtered_count"": 103}"
,search_executed,Explorer,"{""query_sample"": ""steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Direct + Attributed + Circle (A+C)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 120, ""filtered_count"": 103}"
,search_executed,Explorer,"{""query_sample"": ""steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Direct + Attributed + Circle (A+C)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 120, ""filtered_count"": 103}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 120, ""filtered_count"": 104}"
,search_executed,Explorer,"{""query_sample"": ""Monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 120, ""auth_scope"": ""Show all (including unknown)"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 5}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,search_executed,Explorer,"{""query_sample"": ""Monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 4}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 90, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 90, ""filtered_count"": 64}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 60, ""filtered_count"": 39}"
,search_executed,Explorer,"{""query_sample"": ""monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 4}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 60, ""filtered_count"": 39}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 60, ""filtered_count"": 39}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 60, ""filtered_count"": 39}"
,search_executed,Explorer,"{""query_sample"": ""Rembrandt"", ""query_length"": 9, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 60, ""filtered_count"": 13}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 60, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 60, ""filtered_count"": 39}"
,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 9}"
,search_executed,Explorer,"{""query_sample"": ""monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 4}"
,search_executed,Explorer,"{""query_sample"": ""monet"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 10, ""filtered_count"": 4}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,PDF_Setup,{}
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,page_view,Statistics,{}
,page_view,Statistics,{}
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,PDF_Setup,{}
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,compare_clicked,Compare,"{""object_id_a"": ""SK-A-3452"", ""object_id_b"": ""SK-A-2238""}"
,search_executed,Explorer,"{""query_sample"": ""Rembrandt"", ""query_length"": 9, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 13}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
,page_view,PDF_Setup,{}
2026-02-14T09:50:45.040075+00:00,page_view,Explorer,"{""has_favorites"": true, ""favorites_count"": 111}"
2026-02-14T09:50:51.733123+00:00,page_view,PDF_Setup,"{""has_existing_config"": true}"
2026-02-14T09:50:56.218554+00:00,page_view,My_Selection,"{""has_favorites"": true, ""favorites_count"": 111}"
2026-02-14T09:56:17.823485+00:00,pdf_meta_saved,PDF_Setup,"{""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""has_opening_text"": true}"
2026-02-14T09:58:30.713548+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 111}"
2026-02-14T10:03:19.245114+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 111}"
2026-02-14T10:22:24.043426+00:00,search_executed,Explorer,"{""query_sample"": ""Post"", ""query_length"": 4, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 9}"
2026-02-14T10:22:33.251453+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-4272"", ""artist"": ""Frans Jansz Post"", ""source"": ""Explorer""}"
2026-02-14T10:22:33.252324+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-4272"", ""artist"": ""Frans Jansz Post"", ""source"": ""selection_checkbox""}"
2026-02-14T10:22:34.429691+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-4271"", ""artist"": ""Frans Jansz Post"", ""source"": ""Explorer""}"
2026-02-14T10:22:34.430141+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-4271"", ""artist"": ""Frans Jansz Post"", ""source"": ""selection_checkbox""}"
2026-02-14T10:22:35.362678+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-4273"", ""artist"": ""Frans Jansz Post"", ""source"": ""Explorer""}"
2026-02-14T10:22:35.363210+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-4273"", ""artist"": ""Frans Jansz Post"", ""source"": ""selection_checkbox""}"
2026-02-14T10:22:37.962307+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-1585"", ""artist"": ""Frans Jansz Post"", ""source"": ""Explorer""}"
2026-02-14T10:22:37.962861+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-1585"", ""artist"": ""Frans Jansz Post"", ""source"": ""selection_checkbox""}"
2026-02-14T10:22:39.445738+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-1486"", ""artist"": ""Frans Jansz Post"", ""source"": ""Explorer""}"
2026-02-14T10:22:39.446360+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-1486"", ""artist"": ""Frans Jansz Post"", ""source"": ""selection_checkbox""}"
2026-02-14T10:22:40.575465+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-742"", ""artist"": ""Frans Jansz Post"", ""source"": ""Explorer""}"
2026-02-14T10:22:40.576039+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-742"", ""artist"": ""Frans Jansz Post"", ""source"": ""selection_checkbox""}"
2026-02-14T10:27:44.923283+00:00,pdf_meta_saved,PDF_Setup,"{""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""has_opening_text"": true}"
2026-02-14T10:28:03.038629+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T10:28:07.183686+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T10:44:44.928561+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T10:44:50.059368+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T11:01:53.676283+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": ""Primeira selecao de obras"", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T11:02:04.362415+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T11:02:06.176304+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T11:22:45.611475+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": ""Primeira selecao de obras"", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T11:22:53.584055+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T11:22:58.436921+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T11:35:18.278572+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T11:35:22.761181+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T11:35:35.062214+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T11:35:36.634294+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T11:44:15.403115+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T11:44:25.128567+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T11:44:33.967714+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T11:44:43.749589+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T11:44:47.639831+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T11:58:09.418163+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T11:58:11.205677+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T11:58:26.573900+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T11:58:30.559370+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T13:27:48.337271+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T13:27:54.533085+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T13:28:02.859633+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T13:28:09.815971+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T13:34:48.303154+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T13:34:50.565969+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T13:34:51.845754+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T13:35:03.254145+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T13:35:09.643143+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T13:35:50.982611+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T13:36:53.707223+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T13:43:29.981922+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T13:43:31.911626+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T13:43:40.333066+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T13:43:42.442108+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T13:57:14.962738+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T13:57:16.924903+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T13:57:29.375063+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T13:57:31.554086+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-14T14:14:35.146147+00:00,pdf_meta_reset,PDF_Setup,{}
2026-02-14T14:14:36.909693+00:00,pdf_meta_saved,PDF_Setup,"{""opening_text"": """", ""include_cover"": true, ""include_opening_text"": true, ""include_notes"": true, ""include_summary"": true, ""include_about"": true}"
2026-02-14T14:14:45.782185+00:00,export_prepare,My_Selection,"{""format"": ""pdf"", ""count"": 6}"
2026-02-14T14:14:47.416970+00:00,export_download,My_Selection,"{""format"": ""pdf"", ""scope"": ""selection"", ""count"": 6}"
2026-02-15T11:13:09.141251+00:00,artwork_detail_opened,My_Selection,"{""object_id"": ""SK-A-4272"", ""artist"": ""Frans Jansz Post"", ""title"": ""Braziliaans dorp"", ""year"": 1675, ""has_notes"": true}"
2026-02-15T11:13:39.699127+00:00,note_saved,My_Selection,"{""object_id"": ""SK-A-4272"", ""note_len"": 1380, ""has_note"": true}"
2026-02-15T11:14:49.769143+00:00,search_executed,Explorer,"{""query_sample"": ""Vermeer"", ""query_length"": 7, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 12}"
2026-02-15T11:15:04.973567+00:00,selection_add_item,Explorer,"{""object_id"": ""RP-F-00-596"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-15T11:15:04.975867+00:00,artwork_view,Explorer,"{""object_id"": ""RP-F-00-596"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-15T11:15:11.748962+00:00,selection_add_item,Explorer,"{""object_id"": ""NG-NM-10388-87-A"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-15T11:15:11.749547+00:00,artwork_view,Explorer,"{""object_id"": ""NG-NM-10388-87-A"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-15T11:15:14.707693+00:00,selection_add_item,Explorer,"{""object_id"": ""NG-VG-7-670"", ""artist"": ""Unknown artist"", ""source"": ""Explorer""}"
2026-02-15T11:15:14.708540+00:00,artwork_view,Explorer,"{""object_id"": ""NG-VG-7-670"", ""artist"": ""Unknown artist"", ""source"": ""selection_checkbox""}"
2026-02-15T11:16:19.013564+00:00,search_executed,Explorer,"{""query_sample"": ""Steen"", ""query_length"": 5, ""object_type"": ""Any"", ""sort_by"": ""relevance"", ""fetch_limit"": 30, ""auth_scope"": ""Direct only"", ""year_min"": 1600, ""year_max"": 1900, ""has_material_filter"": false, ""has_place_filter"": false, ""api_returned"": 30, ""filtered_count"": 25}"
2026-02-15T11:16:50.025400+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-384"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
2026-02-15T11:16:50.026123+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-384"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""selection_checkbox""}"
2026-02-15T11:16:58.053254+00:00,selection_add_item,Explorer,"{""object_id"": ""SK-A-1932"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""Explorer""}"
2026-02-15T11:16:58.054199+00:00,artwork_view,Explorer,"{""object_id"": ""SK-A-1932"", ""artist"": ""Jan Havicksz. Steen"", ""source"": ""selection_checkbox""}"
2026-02-15T11:18:00.959769+00:00,pdf_meta_reset,PDF_Setup,{}
